Query,Outputs,Correct,Comments
Honda electric scooty,"Honda Activa e RoadSync Duo (Pearl Shallow Blue), Honda Activa e RoadSync Duo (Pearl Shallow Blue), Honda Activa e RoadSync Duo (Pearl Misty White), Honda Activa e RoadSync Duo (Pearl Misty White), Honda Activa e RoadSync Duo (Pearl Serenity Blue), Honda Activa e RoadSync Duo (Pearl Serenity Blue), Honda Activa e RoadSync Duo (Matt Foggy Silver Metallic), Honda Activa e RoadSync Duo (Matt Foggy Silver Metallic), Honda Activa e RoadSync Duo (Pearl Igneous Black), Honda Activa e RoadSync Duo (Pearl Igneous Black)",,
Geyser 25 L 2025,"V-Guard 25 L Storage Water Geyser Brown (Pebble - 25 L), Havells 25 L Storage Water Geyser White (GHWCAMTWH025), Usha 25 L Storage Water Geyser White Blue (SWH VERVE 1025 25L WH/BLUE DIGITAL), Orient 25 L Storage Water Geyser White Lavender (SWAS25VPGM2 WH), Standard 25 L Storage Water Geyser Ivory Red (GSWEAOSIR025), A.O. Smith 25 L Storage Water Heater Water Geyser White (VER/SGS/25L), Lloyd 25 L Storage Water Heater Water Geyser White (GHWAMNTWH025), Haier 25 L Storage Water Geyser White (ES25V-S1W), Venus 100 L Storage Water Geyser Honey Gold (SPLASH COPPER 15CU), Kenstar 10 L Storage Water Geyser White and Grey (KGSFRE10GP8HGN-DSE)",,
Water Dispensor Maroon colour,"Blue Star 5 L Top Load Hot and Cold Water Dispenser White (BWD3FMRGA), Usha 150 L Water Dispenser White (Water Cooler SP 150150 G), Rockwell 3.7 L Bottled Water Dispenser With Refrigerator White (XTRA PURE R), WESTERN 80 L Stainless Steel Water Dispenser Silver (SWC4080HC), Croma 19 L Water Dispenser Silver (Croma Water Dispenser H&C SLVR), Blue Star 5 L Top Load Hot and Cold Water Dispenser White (BWD3FMRGA), USHA 3.2 L Water Dispenser White (AQUAGEINE+ FLOOR STANDING COOLING CABINET), Rockwell 80 L Water Dispenser Grey (RWCSS4080A), Western 120 L Water Dispenser Grey (SWC80120), Croma Hot, Cold & Normal Top Load Water Dispenser with Cooling Cabinet (White)",,
water dispenser maroon colour,"Blue Star 5 L Top Load Hot and Cold Water Dispenser White (BWD3FMRGA), Usha 150 L Water Dispenser White (Water Cooler SP 150150 G), Rockwell 3.7 L Bottled Water Dispenser With Refrigerator White (XTRA PURE R), WESTERN 80 L Stainless Steel Water Dispenser Silver (SWC4080HC), Croma 19 L Water Dispenser Silver (Croma Water Dispenser H&C SLVR), Blue Star 5 L Top Load Hot and Cold Water Dispenser White (BWD3FMRGA), USHA 3.2 L Water Dispenser White (AQUAGEINE+ FLOOR STANDING COOLING CABINET), Rockwell 80 L Water Dispenser Grey (RWCSS4080A), Western 120 L Water Dispenser Grey (SWC80120), Croma Hot, Cold & Normal Top Load Water Dispenser with Cooling Cabinet (White)",,
Samsung Phone M17,"Samsung Galaxy M17 5G 128 GB Storage Sapphire Black (4 GB RAM), Samsung Galaxy M17 5G 128 GB Storage Moonlight Silver (4 GB RAM), Samsung Galaxy M17 5G 128 GB Storage Sapphire Black (6 GB RAM), Samsung Galaxy M17 5G 128 GB Storage Moonlight Silver (6 GB RAM), Samsung Galaxy M17 5G 128 GB Storage Sapphire Black (8 GB RAM), Samsung Galaxy M17 5G 128 GB Storage Moonlight Silver (8 GB RAM), Samsung Galaxy A37 5G 256 GB Storage Light Violet (12 GB RAM), Samsung Galaxy A37 5G 256 GB Storage Grey (12 GB RAM), Samsung Galaxy A37 5G 256 GB Storage White (12 GB RAM), Samsung Galaxy A57 5G 256 GB Storage Dark Blue (8 GB RAM)",,
Noise Cancellation Ear Buds,"Samsung Galaxy Buds2 Pro, Bluetooth Truly Wireless In Ear Earbuds With Noise Cancellation (White), Sony Inzone Buds Truly Wireless Noise Cancelling Gaming in-Ear Earbuds (WF-G700N/BZ IN 92486081, Black), Apple AirPods Pro 3 Wireless Earbuds Active Noise Cancellation (White), Bose Quietcomfort 45 Bluetooth Wireless Over Ear Headphones with Mic Noise Cancelling (Black), Moto Bluetooth Motorola Verve 500 True Wireless Ear Buds (Black), LG Bluetooth TWS Earbuds with Active Noise Cancellation  Black Lime (TONE-TF7Q), Philips SHB2515BK/00 Bluetooth In The Ear (Black), JBL Over-Ear Bluetooth Headphones Black (Live 660NC), OnePlus Wireless Bluetooth Earbuds Green (BUDS PRO2), Marshall MS-MAJ4BT-BLK Over Ear Wireless Bluetooth Headphone (Black)",,
laptop ki kist,"DELL Intel Core i3 9th Gen 4 GB RAM/1 TB HDD+/ Windows 10 Home/ 18.5 inch Laptop (Black,255205WIN8), Asus intel core i5 13th Gen 16 GB RAM/ 512 GB SSD/ Win 11/ 16 inch Laptop (Cool Silver, X1605VA-MB1627WS), Acer AMD Ryzen7 512 GB 16 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Silver (UN35MSI00D), Lenovo LOQ 7 AMD Ryzen 7 24 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Luna Grey, 83JC00JYIN), MSI Intel Core i5/ 16 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Classic Black, Modern 15 B13M-1200IN), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Natural Silver (15-fd0489TU # B6MC8PA), Mi Notebook 14 Intel Core i5 10th Gen 8 GB DDR4 RAM/256 GB SSD/Windows 10 Home/14 inch Laptop (Silver, Mi Notebook 14 8+256 i5 27749), Microsoft Surface Pro Intel Core i5 7th Gen 4 GB RAM/ 128 GB SSD/ Windows 10 Home/ 12.3 inch Laptop (Silver,Surface LP FSU029 7Gi5 4GBN 128SSD), LG Gram 17 Intel Core i7 10th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/17 inch Laptop (Dark Silver, 17Z90N-V.AH75A2), Realme Book Slim Intel Core i5 11th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/14 inch Laptop (Real Blue, RMNB1002)",,
laptop ki kit,"DELL Intel Core i3 9th Gen 4 GB RAM/1 TB HDD+/ Windows 10 Home/ 18.5 inch Laptop (Black,255205WIN8), Asus intel core i5 13th Gen 16 GB RAM/ 512 GB SSD/ Win 11/ 16 inch Laptop (Cool Silver, X1605VA-MB1627WS), Acer AMD Ryzen7 512 GB 16 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Silver (UN35MSI00D), Lenovo LOQ 7 AMD Ryzen 7 24 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Luna Grey, 83JC00JYIN), MSI Intel Core i5/ 16 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Classic Black, Modern 15 B13M-1200IN), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Natural Silver (15-fd0489TU # B6MC8PA), Mi Notebook 14 Intel Core i5 10th Gen 8 GB DDR4 RAM/256 GB SSD/Windows 10 Home/14 inch Laptop (Silver, Mi Notebook 14 8+256 i5 27749), Microsoft Surface Pro Intel Core i5 7th Gen 4 GB RAM/ 128 GB SSD/ Windows 10 Home/ 12.3 inch Laptop (Silver,Surface LP FSU029 7Gi5 4GBN 128SSD), LG Gram 17 Intel Core i7 10th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/17 inch Laptop (Dark Silver, 17Z90N-V.AH75A2), Realme Book Slim Intel Core i5 11th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/14 inch Laptop (Real Blue, RMNB1002)",,
Iphone 15,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
Vivo Y400 5g,"vivo Y400 5G Storage 256 GB Glam White (8 GB RAM), vivo Y400 5G Storage 256 GB Olive Green (8 GB RAM), vivo Y400 5G 128 GB Olive Green (8 GB RAM) , vivo Y400 5G 128 GB Glam White (8 GB RAM) , vivo Y31 5G 128 GB Storage Rose Red (6 GB RAM), vivo Y31 5G 128 GB Storage Diamond Green (6 GB RAM), vivo X300 FE 5G 256 GB Storage Urban Olive (12 GB RAM), vivo X300 FE 5G 256 GB Storage Noir Black (12 GB RAM), vivo X300 FE 5G 256 GB Storage Lilac Purple (12 GB RAM), vivo X300 FE 5G 512 GB Storage Urban Olive (12 GB RAM)",,
Apple Iphone 13 Smartphones,"iPhone 13 128 GB - Midnight, iPhone 13 128 GB - Starlight, iPhone 13 128 GB - Pink, iPhone 13 128 GB - PRODUCT RED, iPhone 13 128 GB - Blue, iPhone 13 256 GB - Midnight, iPhone 13 256 GB - Starlight, iPhone 13 256 GB - Pink, iPhone 13 256 GB - PRODUCT RED, iPhone 13 256 GB - Blue",,
Mujhe Bajaj Finance loan lena hai,"SIGMA AF 24-70mm F/2.8 DG DN II (A) / SONY E Mount Lens (Black), FUJIFILM X-A10 Mirrorless Digital Camera With 16-50mm Lens Black(F X-A10S), Nikon D3500 24.2 MP DSLR Camera with AF-P DX Nikkor 18-55 mm F/3.5-5.6G VR Lens (Black), Canon EF-M 55-200mm f4.5-6.3 Lens For Camera (Black), Sony FE 24MM F1.4 GM E-MOUNT LENS Black (SEL24F14GM SYX), Panasonic 45 mm Prime Lens Black (H-ES045E), Samyang AF 85 mm F1.4 Canon EF Auto Focus Standard Lens (Black), Tamron F050SF 20mm F/2.8 Di III OSD M1:2 WideAngle Prime Lens (Black), Olympus Lence 25 mm f1.8 Wide-Angle Zoom Lens (Black), Viltrox AF 35 mm F/1.8 F1.8 E Auto Focus Full Frame Wide Angle Lens (Black)",,
much bajaj finance loan lens hai,"SIGMA AF 24-70mm F/2.8 DG DN II (A) / SONY E Mount Lens (Black), FUJIFILM X-A10 Mirrorless Digital Camera With 16-50mm Lens Black(F X-A10S), Nikon D3500 24.2 MP DSLR Camera with AF-P DX Nikkor 18-55 mm F/3.5-5.6G VR Lens (Black), Canon EF-M 55-200mm f4.5-6.3 Lens For Camera (Black), Sony FE 24MM F1.4 GM E-MOUNT LENS Black (SEL24F14GM SYX), Panasonic 45 mm Prime Lens Black (H-ES045E), Samyang AF 85 mm F1.4 Canon EF Auto Focus Standard Lens (Black), Tamron F050SF 20mm F/2.8 Di III OSD M1:2 WideAngle Prime Lens (Black), Olympus Lence 25 mm f1.8 Wide-Angle Zoom Lens (Black), Viltrox AF 35 mm F/1.8 F1.8 E Auto Focus Full Frame Wide Angle Lens (Black)",,
Vivo T4 Pro,"vivo T4 Pro 5G 128 GB Storage Blaze Gold (8 GB RAM), vivo T4 Pro 5G 128 GB Storage Nitro Blue (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Blaze Gold (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Nitro Blue (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Blaze Gold (12 GB RAM), vivo T4 Pro 5G 256 GB Storage Nitro Blue (12 GB RAM), vivo Y51 Pro 5G 128 GB Storage Festive Red (8 GB RAM), vivo Y51 Pro 5G 128 GB Storage Noble Gold (8 GB RAM), vivo Y51 Pro 5G 256 GB Storage Festive Red (8 GB RAM), vivo Y51 Pro 5G 256 GB Storage Noble Gold (8 GB RAM)",,
Apple Iphone 17 Smartphones,"iPhone 17 256 GB - Black, iPhone 17 256 GB - White, iPhone 17 256 GB - Mist Blue, iPhone 17 256 GB - Lavender, iPhone 17 256 GB - Sage, iPhone 17 512 GB - Black, iPhone 17 512 GB - White, iPhone 17 512 GB - Mist Blue, iPhone 17 512 GB - Lavender, iPhone 17 512 GB - Sage",,
I Phone 16 Pro,"iPhone 16 Plus 128 GB - Black, iPhone 16 Plus 128 GB - White, iPhone 16 Plus 128 GB - Pink, iPhone 16 Plus 128 GB - Ultramarine, iPhone 16 Plus 128 GB - Teal, iPhone 16 Plus 256 GB - Black, iPhone 16 Plus 256 GB - White, iPhone 16 Plus 256 GB - Pink, iPhone 16 Plus 256 GB - Ultramarine, iPhone 16 Plus 256 GB - Teal",,
Vivo,"vivo Y11 5G 128 GB Storage Midnight Blue (4 GB RAM), vivo Y11 5G 128 GB Storage Sunrise Gold (4 GB RAM), vivo Y31 5G 128 GB Storage Rose Red (6 GB RAM), vivo Y31 5G 128 GB Storage Diamond Green (6 GB RAM), vivo X300 FE 5G 256 GB Storage Urban Olive (12 GB RAM), vivo X300 FE 5G 256 GB Storage Noir Black (12 GB RAM), vivo X300 FE 5G 256 GB Storage Lilac Purple (12 GB RAM), vivo X300 FE 5G 512 GB Storage Urban Olive (12 GB RAM), vivo X300 FE 5G 512 GB Storage Noir Black (12 GB RAM), vivo X300 FE 5G 512 GB Storage Lilac Purple (12 GB RAM)",,
iphone 16 pro,"iPhone 16 Plus 128 GB - Black, iPhone 16 Plus 128 GB - White, iPhone 16 Plus 128 GB - Pink, iPhone 16 Plus 128 GB - Ultramarine, iPhone 16 Plus 128 GB - Teal, iPhone 16 Plus 256 GB - Black, iPhone 16 Plus 256 GB - White, iPhone 16 Plus 256 GB - Pink, iPhone 16 Plus 256 GB - Ultramarine, iPhone 16 Plus 256 GB - Teal",,
leptop,"DELL Intel Core i3 9th Gen 4 GB RAM/1 TB HDD+/ Windows 10 Home/ 18.5 inch Laptop (Black,255205WIN8), Asus AMD Ryzen 7 16 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Graphite Black, FA506NCG-HN200WS), Acer AMD Ryzen7 512 GB 16 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Silver (UN35MSI00D), Lenovo LOQ 7 AMD Ryzen 7 24 GB RAM/ 512 GB SSD/ Win 11/ 15.6 inch Laptop (Luna Grey, 83JC00JYIN), MSI Intel Core i5/ 16 GB RAM/ 512 GB SSD/ Windows 11 Home/ 15.6 inch Laptop (Classic Black, Modern 15 B13M-1200IN), HP Intel Core i3 512 GB 8 GB RAM 512 GB SSD Windows 11 Home 15.6 inch Laptop Natural Silver (15-fd0489TU # B6MC8PA), Mi Notebook 14 Intel Core i5 10th Gen 8 GB DDR4 RAM/256 GB SSD/Windows 10 Home/14 inch Laptop (Silver, Mi Notebook 14 8+256 i5 27749), Microsoft Surface Pro Intel Core i5 7th Gen 4 GB RAM/ 128 GB SSD/ Windows 10 Home/ 12.3 inch Laptop (Silver,Surface LP FSU029 7Gi5 4GBN 128SSD), LG Gram 17 Intel Core i7 10th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/17 inch Laptop (Dark Silver, 17Z90N-V.AH75A2), Realme Book Slim Intel Core i5 11th Gen 8 GB RAM/512 GB SSD/Windows 10 Home/14 inch Laptop (Real Blue, RMNB1002)",,
Vivo T4 Pro,"vivo T4 Pro 5G 128 GB Storage Blaze Gold (8 GB RAM), vivo T4 Pro 5G 128 GB Storage Nitro Blue (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Blaze Gold (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Nitro Blue (8 GB RAM), vivo T4 Pro 5G 256 GB Storage Blaze Gold (12 GB RAM), vivo T4 Pro 5G 256 GB Storage Nitro Blue (12 GB RAM), vivo Y51 Pro 5G 128 GB Storage Festive Red (8 GB RAM), vivo Y51 Pro 5G 128 GB Storage Noble Gold (8 GB RAM), vivo Y51 Pro 5G 256 GB Storage Festive Red (8 GB RAM), vivo Y51 Pro 5G 256 GB Storage Noble Gold (8 GB RAM)",,
Fan 1200,"LG 1200 mm 3 Blade Ceiling Fan White (FC48GSPA0), Kuhl 1200 mm Plastic Material Ceiling Fan Copper Brown (KUHL LUXUS-C3-1200-COPPER 119024C), Usha Hunter Bayport 1067 mm Ceiling Fan (Bright brass), HAVELLS Hestio 2900 Watts PTC Fan Oil Filled Room Heater Black (GHROFCKK290), Croma Bladeless Plastic Material Tower Fan Black (Croma Tower Fan AF2401), LG 1200 mm 3 Blade Ceiling Fan Silver (FC48GSSA1), Kuhl 1320 mm Aluminium Ceiling fan White (KUHL LEXUS C5 WHITE BLDC CEILING FAN- 119023W), Usha Hunter Savoy 1320 mm Ceiling Fan (Antique Brass), HAVELLS Hestio 2900 Watts PTC Fan Oil Filled Room Heater Black (GHROFCLK290), Croma 2000 Watts Fan Room Heater White (Croma 2400W 9 Fin OFR CRSC09FOFA254201)",,
Samsung Phone A07,"Samsung Galaxy A07 5G 128 GB Storage Black (4 GB RAM), Samsung Galaxy A07 5G 128 GB Storage Light Green (4 GB RAM), Samsung Galaxy A07 5G 128 GB Storage Light Violet (4 GB RAM), Samsung Galaxy A07 5G 128 GB Storage Black (6 GB RAM), Samsung Galaxy A07 5G 128 GB Storage Light Green (6 GB RAM), Samsung Galaxy A07 5G 128 GB Storage Light Violet (6 GB RAM), Samsung Galaxy A07 64 GB Storage Light Violet (4 GB RAM), Samsung Galaxy A07 64 GB Storage Black (4 GB RAM), Samsung Galaxy A07 64 GB Storage Green (4 GB RAM), Samsung Galaxy A37 5G 256 GB Storage Light Violet (12 GB RAM)",,
Apple Iphone 15 Smartphones,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
Ac Window,"Voltas 1.5 Ton 3 Star Window AC White (183 CZT), LG 1.5 Ton 3 Star Inverter Window AC White (JW-Q18WUXA), Blue Star 2 Ton 2 Star Window AC White (2W24GBT), Haier 1 Ton 3 Star Window AC White (Copper Condenser, HWU12C-CV3CNB1), Daikin 1.5 Ton 5 Star Window AC White (FRWF50TV162B), Godrej 1.5 Ton 3 Star Window AC White (Copper Condenser, TR WIC 18W3TG WA), Panasonic 1.5 Ton 3 Star Window AC White (CW-LC183AG), O General 1.1 Ton 4 Star Window AC White (AMGB12FAWA), Carrier 2 Ton 3 Star Window AC White (24K ESTRELLA), Lloyd 1.5 Ton 3 Star Window AC White (LW19B32EW)",,
Bosch Washing Machine,"BOSCH 10.5 kg Fully Automatic Front Load Washing Machine (WNA2E4U1IN), Bosch 6.5 Kg Fully Automatic Front Load Washing Machine White (WAK20265IN), Bosch 6.5 Kg Fully Automatic Front Load Washing Machine Silver (WAK20267IN), Bosch 7 Kg Fully Automatic Front Load Washing Machine White (WAK20163IN), Bosch 7.5 Kg Fully Automatic Front Load Washing Machine White (WAT24465IN), Bosch 8 Kg Fully Automatic Front Load Washing Machine White (WAT24463IN), Bosch 8 kg Fully Automatic Front Load Washing Machine White (WAT24463IN), Bosch 8 Kg Fully Automatic Front Load Washing Machine Silver (WAT24464IN), Bosch 8 Kg Fully Automatic Front Load Washing Machine White (WAT28660IN), BOSCH 9 Kg Fully Automatic Top Load Washing Machine White (WAT28661IN)",,
Apple Iphone14,"iPhone 17e 256 GB - Black, iPhone 17e 256 GB - White, iPhone 17e 256 GB - Soft Pink, iPhone 17e 512 GB - Black, iPhone 17e 512 GB - White, iPhone 17e 512 GB - Soft pink, iPhone Air 256 GB - Space Black, iPhone Air 256 GB - Cloud White, iPhone Air 256 GB - Light Gold, iPhone Air 256 GB - Sky Blue",,
Fan,"Usha Hunter Bayport 1067 mm Ceiling Fan (Bright brass), HAVELLS Hestio 2900 Watts PTC Fan Oil Filled Room Heater Black (GHROFCKK290), LG 1200 mm 3 Blade Ceiling Fan White (FC48GSPA0), Kuhl 1320 mm Aluminium Ceiling fan White (KUHL LEXUS C5 WHITE BLDC CEILING FAN- 119023W), Croma 2000 Watts Fan Room Heater White (Croma 2400W 9 Fin OFR CRSC09FOFA254201), Usha Hunter Savoy 1320 mm Ceiling Fan (Antique Brass), HAVELLS Hestio 2900 Watts PTC Fan Oil Filled Room Heater Black (GHROFCLK290), LG 1200 mm 3 Blade Ceiling Fan Silver (FC48GSSA1), Kuhl 1500 mm Aluminium Ceiling fan Brown (KUHL PLATIN D8 WHITE BLDC CEILING FAN- 119032W), Croma 2900 Watts Fan Room Heater Black (CROMA 11 FIN 2900 W OFR CRSC11FRHA334901)",,
Phone 5,"SAMSUNG Galaxy Z Flip 5 256 GB Storage Graphite (8 GB RAM) SM-F731BZAAINS, OnePlus Nord 5 256 GB Storage Phantom Grey IN (8 GB RAM), vivo X Fold 5 512 GB Storage Titanium Gray (16 GB RAM), Nothing Phone (4a) Pro 5G 128 GB Storage Black (8 GB RAM), Tecno Spark 5 pro 64 GB Storage Ice Jadeite (4 GB RAM), Micromax Canvas Sliver 5 16 GB Storage White And Champagne (2 GB RAM), Redmi 15A 64 GB Storage Black (4 GB RAM), OPPO A6c 64 GB Storage Stone Brown (4 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), Xiaomi 17T 256 GB Storage Black (12 GB RAM)",,
Royal Enfield Bullet Bikes,"Royal Enfield Bullet 350 Standard (Bullet Silver), Royal Enfield Bullet 350 Standard (Bullet Silver), Royal Enfield Bullet 350 Standard (Onyx Black), Royal Enfield Bullet 350 Standard (Onyx Black), Royal Enfield Bullet 350 (Military Black), Royal Enfield Bullet 350 (Military Black), Royal Enfield Bullet 350 (Military Red), Royal Enfield Bullet 350 (Military Red), Royal Enfield Bullet 350 (Black Gold), Royal Enfield Bullet 350 (Black Gold)",,
Bike Loan,"Joy e-Bike Nemo (Grey), Honda Shine BS6 Drum (Black) 125 cc, Yamaha R15 V4 M (Metallic Grey), Hero Super Splendor XTEC 2.0 Drum (Black Heavy Grey) 2026, Suzuki Gixxer 150 Single Channel ABS BS6 (Metallic Triton Blue), Royal Enfield Bullet 350 Standard (Bullet Silver), Yezdi Scrambler 350 OG Yellow 2026, TVS XL100 Heavy Duty i-Touch Start (Black), Jawa 42 Single Disc BS6 (All Star Black), Okinawa Ridge Plus Gps (Silver)",,
Mobile Nothing 3A Pro,"Nothing Phone (3a) Pro 5G 128 GB Storage Black (8 GB RAM), Nothing Phone (3a) Pro 5G 128 GB Storage Grey (8 GB RAM), Nothing Phone (3a) Pro 5G 256 GB Storage Black (8 GB RAM), Nothing Phone (3a) Pro 5G 256 GB Storage Grey (8 GB RAM), Nothing Phone (3a) Pro 5G 256 GB Storage Black (12 GB RAM), Nothing Phone (3a) Pro 5G 256 GB Storage Black (12 GB RAM), Nothing Phone (3a) Pro 5G 256 GB Storage Grey (12 GB RAM), Nothing Phone (4a) Pro 5G 128 GB Storage Black (8 GB RAM), Nothing Phone (4a) Pro 5G 128 GB Storage Silver (8 GB RAM), Nothing Phone (4a) Pro 5G 256 GB Storage Black (8 GB RAM)",,
Oppo phone MI,"Mi A3 128 GB Storage Kind of Grey (6 GB RAM), Mi A3 128 GB Storage More than White (6 GB RAM), Mi A3 128 GB Storage Not just Blue (6 GB RAM), Mi 10 256 GB Storage Coral Green (8 GB RAM), Mi 10 256 GB Storage Twilight Grey (8 GB RAM), Mi 10 128 GB Storage Twilight Grey (8 GB RAM), Mi 10 128 GB Storage Coral Green (8 GB RAM), Mi 10T Pro 128 GB Storage Cosmic Black (8 GB RAM), Mi 10T 128 GB Storage Cosmic Black (6 GB RAM), Mi 10T 128 GB Storage Lunar Silver (6 GB RAM)",,
iQOO Z10,"iQOO Z10 Lite 5G 128 GB Storage Cyber Green (6 GB RAM), iQOO Z10 Lite 5G 128 GB Storage Titanium Blue (6 GB RAM), IQOO Z10 5G Storage 256 GB Glacier Silver (8 GB), IQOO Z10 5G Storage 256 GB Stellar Black (8 GB), IQOO Z10 5G Storage 128 GB Glacier Silver (8 GB), IQOO Z10 5G Storage 128 GB Stellar Black (8 GB), iQOO Z10 5G 256 GB Storage Silver (12 GB RAM), iQOO Z10 5G 256 GB Storage Black (12 GB RAM), iQOO Z10 Lite 5G 256 GB Storage Cyber Green (8 GB RAM), iQOO Z10 Lite 5G 256 GB Storage Titanium Blue (8 GB RAM)",,
Apple Iphone 15 Smartphones,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
Zelio  Electric Scooter,"Ola S1 Air (Porcelain White), Ather 450S (Cosmic Black), Okinawa Praise Pro Standard (Glossy Red Black), TVS iQube Electric Standard (Shining Red), Hero Electric Photon HX (Beige), PURE EV EPluto 7G Standard (Ruby Red), Ampere Magnus EX (Metallic Red), BGauss D15 Pro (Alpine Green), Revolt RV400 Standard (Rebel Red), Simple Energy One Standard (Brazen Black)",,
zelio electric scooter,"Ola S1 Air (Porcelain White), Ather 450S (Cosmic Black), Okinawa Praise Pro Standard (Glossy Red Black), TVS iQube Electric Standard (Shining Red), Hero Electric Photon HX (Beige), PURE EV EPluto 7G Standard (Ruby Red), Ampere Magnus EX (Metallic Red), BGauss D15 Pro (Alpine Green), Revolt RV400 Standard (Rebel Red), Simple Energy One Standard (Brazen Black)",,
Iphone15,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
iphone 15,"iPhone 15 128 GB - Black, iPhone 15 128 GB - Pink, iPhone 15 128 GB - Yellow, iPhone 15 128 GB - Blue, iPhone 15 128 GB - Green, iPhone 15 256 GB - Black, iPhone 15 256 GB - Pink, iPhone 15 256 GB - Yellow, iPhone 15 256 GB - Blue, iPhone 15 256 GB - Green",,
samsung Mobile 26 Ultra,"Samsung Galaxy A37 5G 256 GB Storage Light Violet (12 GB RAM), Motorola Razr Fold 512 GB Storage FIFA World Cup 26 Edition (black) (16 GB RAM), OnePlus Nord CE6 5G 256 GB Storage Lunar Pearl (8 GB RAM), Redmi 15A 64 GB Storage Black (4 GB RAM), vivo Y31 5G 128 GB Storage Rose Red (6 GB RAM), OPPO A6c 64 GB Storage Stone Brown (4 GB RAM), realme 16T 5G 128 GB Storage Starlight Red (6 GB RAM), Xiaomi 17T 256 GB Storage Black (12 GB RAM), Mi A3 128 GB Storage Kind of Grey (6 GB RAM), Infinix Smart 20 64 GB Storage Black (4 GB RAM)",,
Motorola ka phone,"Motorola G37 Power 128 GB Storage Pantone Impenetrable Black (8 GB RAM), Motorola G37 Power 128 GB Storage Nautical Blue (8 GB RAM), Motorola G37 Power 128 GB Storage Capri Blue (8 GB RAM), Motorola Edge 70 256 GB Storage Lily White (12 GB RAM), Motorola Edge 70 256 GB Storage Lily White (8 GB RAM), Motorola Edge 70 256 GB Storage Pro Tea (8 GB RAM), Motorola Edge 70 256 GB Storage Pro Tea (12 GB RAM), Motorola Edge 70 256 GB Storage Pro Titan (8 GB RAM), Motorola Edge 70 256 GB Storage Pro Titan (12 GB RAM), Motorola Edge 70 Fusion 128 GB Storage Orient Blue (8 GB RAM)",,
